address,country_code,country_name,total_events,counters
190.155.106.74,EC,Ecuador,2,ssh/user-enumeration:2
41.165.88.132,ZA,South Africa,2,ssh/user-enumeration:2
79.120.118.82,RU,Russia,2,ssh/user-enumeration:2
154.221.27.226,HK,Hong Kong,2,ssh/user-enumeration:2
129.28.51.226,CN,China,2,ssh/user-enumeration:2
190.5.242.114,PA,Panama,2,ssh/user-enumeration:2
36.70.146.137,ID,Indonesia,2,ssh/user-enumeration:2
49.232.101.33,CN,China,2,ssh/user-enumeration:2
198.199.104.179,US,United States,1,http/not_a_browser:1
