address,country_code,country_name,total_events,counters
165.22.30.155,DE,Germany,20,ssh/user-enumeration:20
138.68.107.115,DE,Germany,15,ssh/user-enumeration:15
87.251.77.206,RU,Russia,12,ssh/user-enumeration:12
159.89.109.173,DE,Germany,10,ssh/user-enumeration:10
13.80.123.119,NL,Netherlands,5,ssh/user-enumeration:5
2a01:7c8:d007:1a0:4cc9:e2f6:1f98:a7f9,NL,Netherlands,5,http/not_a_browser:1|http/CVE-2017-9841:2|http/php_files_scan:2
45.155.205.108,DE,Germany,4,http/ThinkPHP RCE:1|http/XDebug:1|http/CVE-2017-9841:2
141.98.81.194,PA,Panama,2,ssh/user-enumeration:2
141.98.81.197,PA,Panama,2,ssh/user-enumeration:2
45.155.205.86,DE,Germany,2,ssh/user-enumeration:2
121.154.148.202,KR,South Korea,2,ssh/user-enumeration:2
141.98.81.192,PA,Panama,2,ssh/user-enumeration:2
141.98.81.202,PA,Panama,2,ssh/user-enumeration:2
141.98.81.196,PA,Panama,1,ssh/user-enumeration:1
45.154.35.212,DE,Germany,1,ssh/user-enumeration:1
104.248.8.234,US,United States,1,http/php_files_scan:1
141.98.81.200,PA,Panama,1,ssh/user-enumeration:1
113.219.201.154,CN,China,1,ssh/user-enumeration:1
128.84.84.190,US,United States,1,http/not_a_browser:1
