address,country_code,country_name,total_events,counters
2.57.122.186,RO,Romania,20,ssh/user-enumeration:20
193.228.91.123,GB,United Kingdom,5,ssh/user-enumeration:5
82.64.46.144,FR,France,2,ssh/user-enumeration:2
176.113.115.214,RU,Russia,1,http/XDebug:1
195.54.160.180,RU,Russia,1,ssh/user-enumeration:1
39.37.159.98,PK,Pakistan,1,http/php_files_scan:1
