address,country_code,country_name,total_events,counters
60.248.51.154,TW,Taiwan,2,ssh/user-enumeration:2
220.121.58.55,KR,South Korea,1,ssh/user-enumeration:1
216.80.102.155,US,United States,1,ssh/user-enumeration:1
51.210.151.242,FR,France,1,ssh/user-enumeration:1
106.75.254.207,CN,China,1,ssh/user-enumeration:1
198.100.148.222,CA,Canada,1,http/php_files_scan:1
60.248.51.151,TW,Taiwan,1,ssh/user-enumeration:1
