address,country_code,country_name,total_events,counters
45.148.10.65,NL,Netherlands,15,ssh/user-enumeration:15
89.248.172.149,NL,Netherlands,8,http/php_files_scan:8
194.180.224.103,US,United States,5,ssh/user-enumeration:5
144.217.235.107,CA,Canada,5,ssh/user-enumeration:5
171.226.2.99,VN,Vietnam,3,ssh/user-enumeration:3
62.210.105.116,FR,France,1,ssh/user-enumeration:1
189.103.234.128,BR,Brazil,1,ssh/user-enumeration:1
1.55.94.110,VN,Vietnam,1,ssh/user-enumeration:1
181.203.45.17,CL,Chile,1,http/php_files_scan:1
