address,country_code,country_name,total_events,counters
113.236.48.55,CN,China,2,ssh/user-enumeration:2
141.98.9.163,LT,Republic of Lithuania,2,ssh/user-enumeration:2
141.98.9.165,LT,Republic of Lithuania,2,ssh/user-enumeration:2
141.98.9.166,LT,Republic of Lithuania,2,ssh/user-enumeration:2
141.98.9.162,LT,Republic of Lithuania,2,ssh/user-enumeration:2
189.19.96.144,BR,Brazil,1,ssh/user-enumeration:1
196.15.211.92,ZA,South Africa,1,ssh/user-enumeration:1
122.165.149.75,IN,India,1,ssh/user-enumeration:1
112.202.129.171,PH,Philippines,1,ssh/user-enumeration:1
159.65.13.233,SG,Singapore,1,ssh/user-enumeration:1
1.54.113.190,VN,Vietnam,1,ssh/user-enumeration:1
13.78.227.50,US,United States,1,http/CVE-2017-9841:1
202.155.228.207,HK,Hong Kong,1,ssh/user-enumeration:1
141.98.9.164,LT,Republic of Lithuania,1,ssh/user-enumeration:1
185.220.101.205,DE,Germany,1,ssh/user-enumeration:1
91.121.164.188,FR,France,1,ssh/user-enumeration:1
27.71.231.81,VN,Vietnam,1,ssh/user-enumeration:1
51.77.194.232,FR,France,1,ssh/user-enumeration:1
212.83.186.26,FR,France,1,ssh/user-enumeration:1
198.199.65.166,US,United States,1,ssh/user-enumeration:1
171.48.8.6,IN,India,1,ssh/user-enumeration:1
113.172.134.118,VN,Vietnam,1,ssh/user-enumeration:1
141.98.9.167,LT,Republic of Lithuania,1,ssh/user-enumeration:1
202.153.37.194,IN,India,1,ssh/user-enumeration:1
145.239.82.174,FR,France,1,ssh/user-enumeration:1
178.62.52.150,GB,United Kingdom,1,ssh/user-enumeration:1
