address,country_code,country_name,total_events,counters
107.175.8.68,US,United States,5,ssh/user-enumeration:5
194.180.224.115,US,United States,5,ssh/user-enumeration:5
193.228.91.123,GB,United Kingdom,5,ssh/user-enumeration:5
65.49.20.69,US,United States,1,ssh/user-enumeration:1
103.240.10.119,IN,India,1,http/php_files_scan:1
198.98.60.164,US,United States,1,ssh/user-enumeration:1
