address,country_code,country_name,total_events,counters
35.220.179.133,HK,Hong Kong,5,ssh/user-enumeration:5
52.186.163.252,US,United States,4,ssh/user-enumeration:4
82.178.20.242,OM,Oman,2,ssh/user-enumeration:2
49.233.172.85,CN,China,1,ssh/user-enumeration:1
46.48.136.134,RU,Russia,1,ssh/user-enumeration:1
103.21.53.11,IN,India,1,ssh/user-enumeration:1
198.199.104.179,US,United States,1,http/not_a_browser:1
185.220.102.6,DE,Germany,1,ssh/user-enumeration:1
