address,country_code,country_name,total_events,counters
193.228.91.105,GB,United Kingdom,6,ssh/user-enumeration:6
139.59.215.171,DE,Germany,5,ssh/user-enumeration:5
194.180.224.103,US,United States,5,ssh/user-enumeration:5
94.103.85.175,RU,Russia,1,http/php_files_scan:1
139.162.122.110,JP,Japan,1,ssh/user-enumeration:1
