address,country_code,country_name,total_events,counters
89.46.78.204,IT,Italy,19,http/php_files_scan:19
51.89.136.38,GB,United Kingdom,2,http/php_files_scan:2
178.174.148.58,SE,Sweden,2,ssh/user-enumeration:2
94.103.85.175,RU,Russia,1,http/php_files_scan:1
125.209.72.226,PK,Pakistan,1,ssh/user-enumeration:1
