address,country_code,country_name,total_events,counters
193.228.91.123,GB,United Kingdom,5,ssh/user-enumeration:5
103.140.250.98,VN,Vietnam,3,ssh/user-enumeration:3
81.156.16.147,GB,United Kingdom,2,ssh/user-enumeration:2
39.98.224.74,CN,China,1,http/php_files_scan:1
186.201.185.122,BR,Brazil,1,ssh/user-enumeration:1
191.234.182.188,BR,Brazil,1,ssh/user-enumeration:1
39.101.129.127,CN,China,1,http/not_a_browser:1
