address,country_code,country_name,total_events,counters
141.98.9.36,LT,Republic of Lithuania,2,ssh/user-enumeration:2
85.239.35.130,RU,Russia,2,ssh/user-enumeration:2
141.98.9.33,LT,Republic of Lithuania,2,ssh/user-enumeration:2
141.98.9.31,LT,Republic of Lithuania,2,ssh/user-enumeration:2
141.98.9.34,LT,Republic of Lithuania,1,ssh/user-enumeration:1
52.252.0.233,US,United States,1,http/CVE-2017-9841:1
141.98.9.32,LT,Republic of Lithuania,1,ssh/user-enumeration:1
65.49.20.66,US,United States,1,ssh/user-enumeration:1
141.98.9.35,LT,Republic of Lithuania,1,ssh/user-enumeration:1
