address,country_code,country_name,total_events,counters
107.175.8.68,US,United States,5,ssh/user-enumeration:5
103.137.92.134,IN,India,1,ssh/user-enumeration:1
113.176.112.4,VN,Vietnam,1,ssh/user-enumeration:1
123.31.24.142,VN,Vietnam,1,http/php_files_scan:1
68.183.95.46,IN,India,1,http/php_files_scan:1
